assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage
1891,1138434,3655,diamond,976,6267,374,5867,1195333
1889,1266979,4343,diamond,1153,7289,445,6720,1323269
1885,1233445,4863,diamond,1100,7232,392,6228,1343352
1885,1256004,3763,diamond,1384,6548,405,6453,1190330
1884,1119291,3751,diamond,1230,6250,380,5887,1216521
1883,1149146,4278,ascendant,1206,5864,370,5974,1118480
1881,1147851,4611,diamond,1191,6431,393,6125,1238949
1878,1101776,3836,diamond,1087,5816,359,5753,1116762
1874,1264310,4471,diamond,1298,6055,411,6427,1125398
1871,1214373,4109,diamond,1255,5953,393,6188,1108816
1866,1111574,3752,diamond,1022,5693,354,5630,1098204
1862,1112576,4558,diamond,1033,6040,355,5506,1114853
1858,1213761,4859,ascendant,1415,6198,389,6191,1162924
1854,1190090,4327,diamond,1118,6517,374,6220,1235863
1854,1382139,5478,diamond,1338,7480,443,7097,1412453
1848,1118845,4230,diamond,1172,5735,347,5841,1111119
1848,1261691,4702,diamond,1279,6107,379,6502,1185998
1847,1133687,3847,diamond,1147,6392,369,6009,1177091
1846,1454223,5477,diamond,1281,7969,461,7479,1508351
1845,1284746,4572,diamond,1389,6312,411,6771,1230749
1838,1145083,5300,diamond,1153,7032,391,5894,1331592
1838,1134669,4509,diamond,1104,6687,363,5654,1251075
1835,1153637,4491,ascendant,1148,6242,353,5645,1165412
1828,1116157,4445,diamond,1108,6338,365,5957,1207371
1828,1137659,4967,diamond,1091,6243,356,5953,1158943
1826,1249332,3846,diamond,1299,6574,380,6366,1227591
1821,1397882,5293,diamond,1246,7685,445,7364,1452582
1816,1169619,5068,diamond,1221,6621,370,6028,1273315
1810,1132457,3938,diamond,1141,5847,379,5950,1104521
1809,1282280,4923,diamond,1332,6809,431,6616,1309866
1807,1182954,4453,diamond,1306,6045,369,6134,1127510
1805,1359830,5580,diamond,1219,6906,397,6802,1291921
1804,1357097,5410,diamond,1250,7079,430,7034,1374832
1803,1228981,4186,diamond,1207,6737,384,6131,1229950
1794,1147180,4357,platinum,1142,5943,371,5701,1113825
1791,1160269,4023,diamond,1255,6284,377,5979,1162096
1790,1174120,3995,diamond,1263,6286,405,6246,1159655
1788,1209885,4612,diamond,1198,6085,404,6478,1138637
1785,1113492,3866,diamond,1048,6016,342,5641,1102262
1784,1487589,5354,diamond,1695,6873,470,7997,1319121
1782,1189389,4261,diamond,1175,5997,371,6207,1120989
1780,1175280,5002,diamond,1303,6480,386,6189,1213454
1772,1140732,4071,diamond,1233,5939,365,5990,1113864
1770,1198171,4344,diamond,1294,5969,369,6056,1138856
1769,1174350,4227,ascendant,1159,5805,353,5772,1074948
1761,1218803,5190,diamond,1274,6549,368,6416,1244225
1756,1174755,5018,diamond,1201,6373,387,6070,1208629
1755,1172845,3667,diamond,1101,6026,372,5831,1148206
1748,1264258,4774,diamond,1182,6678,395,6550,1280386
1746,1224739,5245,diamond,1158,7049,398,6490,1325690
1741,1156015,4583,diamond,1237,6353,379,5966,1174725
1735,1104476,4469,diamond,874,6748,362,5571,1270495
1735,1204384,6233,diamond,1181,8048,379,6217,1501446
1734,1117513,3541,diamond,1211,5609,368,5902,1090103
1721,1212194,5061,diamond,1102,6676,379,5990,1223079
1721,1129506,3786,diamond,1049,6334,383,6004,1187393
1717,1187318,4238,diamond,1081,6601,397,5957,1236978
1716,1171059,4120,diamond,1178,5988,380,6099,1132106
1716,1137209,4075,diamond,1120,6224,380,5907,1143374
1707,1129039,3911,diamond,1217,6691,371,5941,1204690
1706,1174951,4245,diamond,1091,6074,375,6031,1140106
1704,1273938,4037,diamond,1141,6667,426,6669,1251143
1701,1215795,4408,diamond,1144,6030,397,6443,1146592
1701,1116370,3543,diamond,940,6103,375,5713,1116937
1700,1430717,5540,diamond,1150,7075,447,7476,1328975
1700,1247036,4776,ascendant,1403,6427,401,6363,1217952
1698,1220250,4704,diamond,1293,6207,387,6389,1184878
1697,1188844,5391,diamond,1317,6894,401,6153,1302797
1696,1160232,4127,ascendant,1169,5694,362,5940,1063488
1696,1136369,4573,diamond,1070,6231,383,5866,1146244
1686,1168877,5085,diamond,1381,6036,355,6100,1115456
1682,1191394,4794,ascendant,1265,6359,377,6052,1191539
1681,1239374,4202,diamond,1398,6870,399,6346,1171667
1676,1271768,4651,diamond,1282,6348,372,6535,1184651
1676,1176401,4773,diamond,1147,6117,387,6203,1152801
1668,1187654,4499,platinum,1120,6230,375,5782,1177800
1659,1232469,4296,diamond,1145,6573,406,6463,1238744
1651,1122655,4836,diamond,1115,6706,378,5820,1258080
1644,1102202,3851,diamond,1053,5773,350,5741,1114143
1641,1246762,3600,diamond,1107,6644,388,6478,1209046
1638,1277630,5584,diamond,1197,7569,400,6711,1404752
1631,1253880,4818,diamond,1279,7276,406,6589,1351428
1628,1128557,4530,diamond,1163,6092,376,5885,1164408
1623,1170676,4802,diamond,1054,6721,365,6087,1257221
1623,1263634,3962,diamond,1033,7339,422,6497,1334516
1622,1259805,6429,diamond,1286,8124,398,6356,1539861
1607,1114769,4248,diamond,1196,5966,366,5825,1114851
5285,2708165,8900,ascendant,2982,12884,848,14099,2432771
4356,2517491,9061,ascendant,2660,11365,746,13166,2144977
4287,2499126,10262,ascendant,2926,12927,772,12883,2414241
4106,1793060,5444,ascendant,2117,9521,603,9535,1839088
3940,2027801,6820,ascendant,2426,10323,660,10626,1955602
3918,1456267,4770,ascendant,1504,7808,518,7595,1497915
3847,1693242,5331,ascendant,1874,8073,556,8917,1561353
3715,2054965,7762,ascendant,2061,10589,657,10930,2037792
3702,1524181,4315,ascendant,1762,8211,532,8112,1510562
3637,1869330,4959,ascendant,2061,7755,567,9635,1472330
3607,1383228,4789,ascendant,1448,6663,492,7217,1288199
3579,1762857,4439,ascendant,2166,7494,551,9085,1511943
3544,1719987,4877,ascendant,1840,8915,538,8928,1684134
3539,1777606,6136,ascendant,1989,8551,586,9508,1681828
3515,1830918,5167,ascendant,2053,8016,590,9599,1534318
3459,2079000,6841,ascendant,2229,9974,690,11021,1980328
3456,2355412,8826,ascendant,2381,11916,706,12314,2259095
3450,1676651,6698,ascendant,1912,9733,532,8592,1815009
3437,1804013,5674,diamond,1677,9435,623,9372,1785049
3430,1815792,5344,ascendant,2148,8533,546,9312,1567685
3417,1827743,5497,ascendant,1843,8848,612,9306,1762835
3386,1656965,5150,ascendant,1741,8085,551,8544,1560217
3382,1182809,3837,ascendant,1189,6330,410,6133,1311097
3343,1650215,5495,ascendant,1627,8516,525,8348,1630594
3341,1390125,5686,ascendant,1515,7397,472,7420,1365987
3333,1479413,4764,ascendant,1490,7278,461,7865,1428404
3326,2321577,9972,ascendant,2166,13211,769,12350,2455746
3312,1539839,4637,ascendant,1499,7696,534,8177,1418989
3310,1851670,6515,ascendant,1860,9259,623,9613,1801299
3308,1719049,6456,ascendant,1819,9581,556,8659,1810591
3273,1850569,7521,ascendant,2214,9106,592,9727,1743139
3258,1490122,6132,ascendant,1475,8458,489,7622,1616151
3252,1874108,6237,ascendant,2153,8882,591,9806,1709192
3248,2001626,7822,ascendant,2226,10802,614,10400,2021832
3243,2207054,7756,ascendant,2579,11277,666,11499,2124136
3232,1965018,7099,ascendant,2194,10249,618,10355,1934980
3227,1570592,5651,ascendant,2028,7964,511,8343,1514784
3222,1970847,7243,ascendant,2175,10135,660,10335,1942485
3201,1276652,3793,ascendant,1291,6641,433,6807,1182554
3200,1781210,6010,ascendant,1813,8786,553,9031,1687492
3181,1906087,6992,ascendant,2113,10046,585,10081,1938656
3170,1897225,7464,ascendant,1903,9760,640,9779,1869588
3164,1628931,5602,ascendant,1815,7972,496,8442,1510142
3145,2261937,7914,immortal,2742,12439,683,11521,2351128
3145,1717067,6792,ascendant,2040,9356,563,8924,1812379
3145,1509926,4592,ascendant,1530,8441,553,8020,1543299
3135,1601569,5817,ascendant,1662,7860,490,8113,1507623
3125,1526219,4215,ascendant,1599,6973,504,7808,1305286
3123,1567194,4837,ascendant,1852,7989,480,8131,1498647
3105,1925209,6012,ascendant,1900,9382,583,9925,1741674
3099,1685391,6019,immortal,1888,8665,541,8817,1653818
3099,1084621,4238,ascendant,1147,5969,390,5681,1129209
3095,1437821,4195,ascendant,1399,7101,494,7514,1428576
3090,1727131,6353,ascendant,1780,9363,549,8802,1760683
3074,1775319,6445,ascendant,1828,9536,566,9248,1834756
3071,1446246,3750,ascendant,1688,6868,432,7671,1309183
3065,1802549,7620,ascendant,2166,9436,540,9378,1777741
3052,1913055,6526,ascendant,1888,8804,577,9304,1764058
3021,1456851,5843,ascendant,1652,7556,466,7442,1424026
3018,1653011,4666,ascendant,2029,8465,539,8713,1629733
3004,1434327,5358,ascendant,1402,7510,457,7413,1418846
3004,1475690,4878,ascendant,1583,7485,470,7543,1430133
2991,1528776,5479,ascendant,1537,8248,519,8049,1547751
2990,1974410,6759,ascendant,2011,11124,672,10462,2067529
2988,1356431,4481,ascendant,1496,6613,428,6845,1261042
2987,1932850,4736,ascendant,2290,8724,591,9838,1592674
2972,1503595,5106,ascendant,1485,7027,504,7714,1309414
2970,1755154,5968,ascendant,2058,9241,559,8999,1691301
2969,1578047,6193,ascendant,1680,8653,510,8347,1656048
2953,1758410,6924,ascendant,1844,9808,622,9189,1815081
2949,1312871,4501,diamond,1230,6695,451,6827,1263392
2947,1605951,6641,ascendant,1802,8502,534,8377,1614673
2935,1730466,4676,ascendant,1680,8242,537,8675,1564970
2924,1446361,5418,ascendant,1476,7407,461,7600,1382582
2917,1341171,4462,ascendant,1371,7262,457,6908,1421036
2916,1196105,4516,ascendant,1309,5671,360,6205,1079175
2907,1366174,5391,immortal,1557,7056,433,7008,1322063
2894,1488225,4736,ascendant,1264,7315,471,7596,1399216
2885,1777228,6214,ascendant,1851,9516,562,9289,1775929
2882,1628187,6157,ascendant,1713,7994,492,8236,1530952
2864,1612416,5538,diamond,1674,7808,511,8217,1466231
2862,1389778,5007,ascendant,1393,7462,432,7318,1473855
2860,1242335,4045,immortal,1384,6518,432,6504,1202928
2860,1788483,6295,ascendant,1984,8814,550,9331,1693057
2845,1718151,4674,ascendant,1737,8184,491,8386,1582341
2838,1332435,3707,ascendant,1365,6201,419,6802,1192240
2835,1464715,4685,diamond,1397,7137,487,7822,1372669
2831,1241973,3823,ascendant,1366,6202,391,6384,1191440
2826,1701069,6139,ascendant,1746,9158,553,8707,1691884
2821,1261197,4186,immortal,1180,6763,411,6266,1359961
2821,1462884,5727,ascendant,1602,8082,493,7566,1527478
2813,1341918,4767,ascendant,1278,6813,436,6994,1330062
2810,1822307,6570,ascendant,1967,8834,550,9444,1675443
2808,1535517,5295,ascendant,1665,8352,499,8047,1597895
2804,1594787,6286,ascendant,1774,7844,478,8283,1461515
2797,1298260,4438,ascendant,1388,6553,417,6746,1265379
2796,1210776,3791,ascendant,1196,6169,388,6197,1179298
2791,1243141,4195,ascendant,1342,6475,419,6357,1243292
2789,1333122,4944,ascendant,1343,7419,443,6830,1382046
2789,1219796,4541,ascendant,1437,6418,377,6283,1232077
2787,1567118,5101,ascendant,1708,7826,472,7971,1420939
2780,1619043,5918,ascendant,1768,8285,509,8382,1591874
2779,1190282,3812,immortal,1165,6967,385,6164,1309974
2774,1559143,5232,ascendant,1597,8191,536,8176,1610838
2765,1229263,3996,ascendant,1352,6851,386,6226,1298282
2765,1595154,5629,ascendant,1607,8433,534,8492,1580925
2761,1439255,5830,ascendant,1737,7526,447,7284,1419627
2760,1470209,4611,ascendant,1534,7351,472,7617,1395447
2754,1644092,4982,ascendant,1669,8373,524,8624,1611365
2746,1533167,5302,ascendant,1352,8645,549,8101,1633104
2743,1348415,4645,ascendant,1450,7218,433,7024,1380755
2740,1377622,4228,ascendant,1748,6425,468,7341,1219217
2737,1936469,6148,ascendant,2047,9118,615,10008,1732576
2733,1370595,4738,ascendant,1508,7850,495,7682,1460972
2719,1230987,3101,immortal,1462,5734,376,6172,1072692
2717,1523043,5332,ascendant,1491,8137,499,7935,1544991
2716,1519036,5969,ascendant,1725,7796,509,8099,1454375
2712,1526862,5073,ascendant,1423,8417,532,8038,1581682
2712,1510201,5494,ascendant,1657,7080,469,7746,1366769
2709,1335706,4306,ascendant,1277,6635,466,6821,1281614
2709,1405524,4272,ascendant,1359,6429,441,7340,1237376
2708,1212407,3654,ascendant,1375,6034,388,6345,1162800
2704,1688120,5777,ascendant,1867,8699,547,8905,1644083
2704,1648357,6082,ascendant,1716,8981,529,8564,1747545
2695,1210100,3899,ascendant,1199,5814,412,6309,1090854
2686,1478895,5781,ascendant,1545,8190,482,7640,1570665
2685,1338070,4581,immortal,1516,7073,405,6953,1346180
2684,1167283,3706,ascendant,1102,6230,394,6135,1172329
2681,1437695,4684,ascendant,1604,7153,470,7626,1372577
2679,1337144,3777,ascendant,1417,6588,429,6929,1274198
2679,1508416,4879,ascendant,1437,7480,486,7703,1446784
2678,1546520,5111,ascendant,1765,7214,479,8106,1350236
2665,2229782,8302,ascendant,2042,11658,706,11302,2124228
2654,1482269,5668,ascendant,1324,7747,482,7651,1455594
2652,1422215,4567,ascendant,1561,7295,441,7369,1394805
2641,1871820,7633,ascendant,1965,10087,568,9858,1850023
2638,1323792,4613,ascendant,1099,7008,465,6852,1300089
2636,1715910,7612,ascendant,1704,9978,535,8789,1816029
2632,1410887,4791,ascendant,1562,8039,431,7303,1513477
2628,1459730,4495,ascendant,1489,7073,500,7662,1374718
2622,1301428,5009,ascendant,1206,7228,473,6841,1328080
2620,1387897,5334,ascendant,1560,6847,447,7336,1332213
2612,1229693,4703,ascendant,1382,6635,392,6217,1240924
2609,1860527,6757,ascendant,1983,10213,567,9533,1925017
2608,1171379,4104,ascendant,1146,6602,392,6188,1291347
2604,1446110,5290,ascendant,1733,7218,460,7609,1351419
2602,1317523,4986,ascendant,1423,6607,447,6879,1251686
2601,1664708,5790,ascendant,1956,8629,526,8824,1616530
2601,1434238,5640,ascendant,1528,7533,438,7390,1431111
2591,1357323,4474,ascendant,1266,6776,465,7040,1337222
2568,1827663,6177,ascendant,2210,9343,544,9512,1732859
2568,1396745,4228,immortal,1596,6762,431,7058,1283342
2563,1543300,5522,ascendant,1719,7436,488,7953,1459686
2558,1345697,5176,ascendant,1364,6965,444,6941,1309732
2549,1221775,4035,ascendant,1352,5727,406,6263,1086543
2546,1286280,4363,ascendant,1242,5956,447,6924,1176979
2539,1288507,4842,ascendant,1364,7115,456,6769,1332791
2534,1188733,3673,ascendant,1148,6225,412,6307,1178654
2523,1375792,4635,ascendant,1332,6873,441,7184,1338578
2521,1196043,3913,ascendant,923,6411,440,6403,1213921
2521,1216719,3641,immortal,1377,6468,422,6397,1234566
2516,1671443,5681,ascendant,1871,8318,517,8757,1563078
2516,1770989,6450,ascendant,1716,9785,594,9294,1836639
2512,1354529,3900,ascendant,1567,6226,446,7078,1193875
2509,1176088,4068,ascendant,1127,5591,441,6261,1061134
2506,1707363,6917,ascendant,1710,10069,570,8831,1925188
2498,1388285,4930,ascendant,1558,7070,426,7253,1292751
2498,1403133,4355,ascendant,1666,6800,445,7503,1332421
2498,1368992,5120,ascendant,1423,7134,458,7277,1353229
2495,1318853,4610,ascendant,1058,7436,478,6927,1392126
2493,1610440,3935,ascendant,1513,7556,502,8066,1435773
2488,1128088,4349,ascendant,924,6512,413,6028,1207406
2487,1432624,5795,ascendant,1585,7209,469,7382,1360415
2486,1190925,3683,ascendant,1109,6271,411,6032,1203726
2476,1287869,4686,ascendant,1397,6985,420,6793,1361722
2474,1720005,4464,diamond,1791,9069,552,8919,1735650
2471,1124060,3702,ascendant,1093,5860,382,5732,1099823
2466,1222191,4789,ascendant,1327,6939,410,6189,1357191
2465,1269054,5876,ascendant,1258,7710,403,6857,1414498
2459,1955960,7986,ascendant,2035,10715,585,10180,2040216
2458,1388770,4407,ascendant,1572,6923,449,7102,1326391
2457,1691323,7226,ascendant,2055,8758,546,8979,1636924
2452,1398044,5446,ascendant,1314,7301,416,7349,1396106
2447,1206486,4271,ascendant,1154,6235,459,6344,1196074
2445,1437967,4329,ascendant,1347,6962,438,7073,1343119
2444,1362675,4271,ascendant,1378,7180,461,7063,1360581
2440,1223864,4313,ascendant,1305,6808,396,6302,1226746
2431,1525217,5620,ascendant,1502,8043,504,7649,1502124
2429,1337219,4801,diamond,1342,6174,436,6895,1176691
2424,1145530,4478,ascendant,1465,6089,381,5948,1132168
2416,1678589,6498,ascendant,1574,9246,526,9031,1757515
2415,1602784,5491,ascendant,1416,8065,536,8363,1514691
2413,1400349,5784,ascendant,1738,7497,435,7249,1394579
2410,1462367,5119,ascendant,1736,6969,457,7788,1326491
2408,1191674,3845,ascendant,1241,6037,405,6335,1140692
2404,1439551,4963,ascendant,1727,7159,465,7565,1368982
2403,1313856,4326,ascendant,1446,6482,426,6765,1215852
2401,1296891,3348,immortal,1318,5764,417,6623,1104801
2401,1348791,5264,ascendant,1492,7144,445,7000,1333372
2401,1368636,4153,ascendant,1321,6488,431,7060,1252369
2396,1693518,6063,ascendant,1946,8045,523,8917,1553959
2392,1337087,4311,ascendant,1675,7104,446,7001,1367571
2382,1144245,4752,ascendant,1106,6283,368,5791,1164106
2375,1494821,5300,ascendant,1655,7543,483,7868,1413184
2371,1485423,6008,ascendant,1591,8335,450,7701,1552485
2366,1076123,3649,ascendant,1055,5854,398,5747,1106676
2344,1535613,6054,ascendant,1616,7848,488,8172,1473728
2343,1541212,6291,ascendant,1780,8945,518,7838,1663500
2343,1376871,5513,ascendant,1481,7727,457,7106,1474204
2343,1357256,5542,ascendant,1406,7498,440,6931,1446362
2342,1537425,5841,diamond,1743,7524,507,8185,1421364
2342,1186896,5901,ascendant,1154,7885,425,6298,1486619
2342,1385484,6582,ascendant,1429,8267,476,7317,1530706
2337,1191538,4632,ascendant,1408,6283,355,6249,1218705
2334,1425692,4896,ascendant,1633,6863,442,7571,1357532
2331,1132240,3940,ascendant,1265,5833,353,5863,1123625
2329,1459774,5261,ascendant,1584,7742,450,7541,1489053
2329,1178775,4088,ascendant,1067,6496,423,6195,1235403
2323,1185388,4438,ascendant,1181,6051,391,6199,1162996
2321,1130760,3838,ascendant,1161,5753,377,5847,1080546
2320,1691455,6876,ascendant,1517,9593,517,8810,1825268
2314,1096901,3980,ascendant,1195,5705,366,5615,1071482
2312,1457564,4546,ascendant,1417,7388,453,7459,1382854
2312,1602176,6795,ascendant,1564,8479,506,8257,1622589
2311,1175629,4593,diamond,1130,6617,369,6043,1233188
2308,1256192,4077,diamond,1225,6592,405,6427,1227433
2308,1520358,5489,immortal,1609,8019,450,7864,1517727
2307,1188634,5234,ascendant,1325,6315,365,6040,1185572
2306,1205673,4105,ascendant,1280,6581,405,6205,1236291
2305,1188142,4854,ascendant,918,7539,404,6212,1416761
2302,1284847,3701,diamond,1240,5802,392,6497,1140714
2301,1182610,4226,ascendant,1284,5779,404,6151,1090120
2297,1173478,4030,ascendant,1236,6312,389,6128,1229362
2295,1114276,4058,ascendant,1192,5630,374,5794,1063358
2294,1381453,5488,ascendant,1477,7658,450,7207,1428454
2291,1177418,3758,ascendant,1141,5777,373,6015,1122270
2285,1094108,4127,ascendant,1202,5833,360,5676,1100493
2284,1911300,7838,ascendant,1943,10122,606,10070,1919642
2283,1435312,5147,ascendant,1526,7328,472,7750,1365441
2283,1402601,5024,ascendant,1534,7232,450,7279,1323081
2279,1138085,4504,ascendant,1213,5797,384,5981,1117855
2277,1142607,3877,ascendant,1328,5704,364,6036,1094460
2274,1113493,3876,ascendant,1184,5642,383,5874,1099945
2274,1519861,5922,immortal,1738,7679,503,7891,1453786
2267,1521470,6377,ascendant,1714,7824,455,8191,1430660
2262,1371106,5097,diamond,1303,7121,432,6912,1360418
2260,1154099,4843,ascendant,1115,6004,366,5899,1125099
2257,1458987,4629,ascendant,1557,7077,425,7245,1334699
2249,1090737,3834,ascendant,1178,5899,381,5835,1149447
2246,1226938,5311,ascendant,1483,6427,394,6249,1181345
2245,1205899,3900,ascendant,1275,5607,379,6248,1072193
2242,1135944,3634,ascendant,1144,5530,373,6051,1060829
2238,1181220,3786,ascendant,1294,5566,378,5928,1065190
2236,1103994,4157,ascendant,1150,5995,385,5848,1148028
2236,1572525,6986,ascendant,1836,8795,500,8262,1658871
2233,1143551,4484,ascendant,955,6359,414,6084,1214948
2232,1354526,5436,ascendant,1488,8259,444,7178,1516792
2225,1206945,4151,immortal,1337,6028,349,6000,1154220
2221,1191572,4236,ascendant,1178,6184,394,5999,1241350
2214,1202757,3984,immortal,1268,5917,389,6102,1115418
2211,1382314,5762,ascendant,1435,7570,426,7062,1457924
2211,1459557,4255,ascendant,1374,7582,459,7265,1397236
2210,1306928,4683,ascendant,1321,6319,418,6847,1188573
2209,1502603,5928,ascendant,1658,7496,469,7745,1409669
2207,1190622,4357,ascendant,1306,6231,426,6085,1199088
2205,1201057,4908,ascendant,1242,6493,386,6105,1228800
2202,1227779,4840,ascendant,1270,6502,404,6208,1223426
2202,1398687,5030,ascendant,1618,6748,423,7139,1283991
2202,1194767,3928,ascendant,1302,5937,370,6295,1084662
2202,1137794,4425,ascendant,1320,6118,372,5995,1190349
2202,1278395,4180,ascendant,1311,6557,438,6857,1224357
2197,1343909,4641,ascendant,1331,6643,421,7009,1307017
2195,1351078,5312,ascendant,1599,6517,405,7092,1216203
2183,1147968,5053,ascendant,1280,6561,408,6066,1259549
2182,1104217,4164,ascendant,1192,6064,370,5775,1151728
2180,1499618,6467,ascendant,1765,8440,487,7915,1552156
2175,1429627,6118,ascendant,1651,8084,455,7434,1531923
2175,1061652,4044,ascendant,1183,5650,363,5620,1121943
2174,1392495,4211,ascendant,1611,6583,416,7156,1269646
2168,1214816,4367,ascendant,1231,6539,428,6400,1222336
2163,1266895,3742,ascendant,1378,6525,414,6292,1272990
2149,1145430,4541,ascendant,1269,6566,388,5990,1233686
2147,1490733,5933,ascendant,1495,8329,498,7928,1564758
2142,1138083,4044,ascendant,1229,5825,358,5955,1103647
2135,1074673,5020,ascendant,1095,6458,364,5569,1202648
2134,1127106,4174,ascendant,1216,6004,385,5953,1135349
2133,1197941,4646,ascendant,1391,6104,378,6270,1141224
2131,1131869,4011,ascendant,1395,5697,389,5919,1093970
2129,1216452,4984,ascendant,1265,7310,395,6247,1381452
2128,1078729,4404,ascendant,1091,6327,356,5516,1143158
2127,1110240,4137,ascendant,1225,5813,410,5968,1092876
2126,1520156,5251,ascendant,1515,7862,477,8007,1527066
2120,1147739,4714,immortal,1181,6205,348,5840,1172147
2120,1363423,5679,ascendant,1441,7614,456,7163,1444540
2118,1158927,3920,ascendant,1091,6206,383,6148,1192022
2117,1099061,4630,ascendant,1124,6052,381,5643,1139937
2115,1235774,5218,ascendant,1142,7264,390,6258,1352465
2110,1197452,3854,ascendant,1251,5797,370,6113,1085361
2109,1059421,3773,ascendant,1123,5839,365,5556,1128323
2108,1160805,3678,ascendant,1076,5521,370,5984,1060648
2104,1317124,4957,ascendant,1277,7299,433,6826,1379777
2103,1310525,4786,ascendant,1393,6387,416,6844,1205812
2096,1322040,4500,ascendant,1256,6776,428,6899,1257164
2092,1654025,6203,ascendant,1532,9284,562,8592,1760293
2092,1114779,3929,ascendant,1149,5758,369,5776,1126894
2092,1165845,4097,ascendant,1170,5867,374,5853,1114750
2091,1148918,3794,ascendant,1129,5602,386,6080,1078838
2090,1160224,5038,ascendant,1341,6330,378,6090,1168561
2088,1112175,4435,ascendant,1333,6398,350,5653,1161907
2086,1165829,4485,ascendant,1218,6396,383,5868,1216350
2086,1379536,5015,ascendant,1543,7007,437,7201,1298233
2085,1440653,4465,ascendant,1439,7460,426,7227,1307345
2084,1255016,3702,diamond,1189,7003,401,6388,1317380
2083,1077345,4183,ascendant,1167,5818,349,5762,1097340
2082,1211541,4035,ascendant,1229,5987,403,6226,1134185
2081,1214403,4502,ascendant,1224,6344,407,6340,1175732
2080,1082795,3704,ascendant,913,5575,383,5661,1076794
2078,1191324,4389,ascendant,1179,6248,408,6244,1157390
2077,1191694,3688,ascendant,1236,6148,384,6258,1190564
2062,1244950,5088,diamond,1249,6969,361,6393,1301122
2062,1102997,3861,ascendant,1178,5903,357,5629,1114987
2061,1294141,4690,ascendant,1321,6375,419,6788,1213313
2060,1092152,4304,ascendant,1061,5725,357,5818,1081122
2059,1138310,4219,immortal,1260,5887,391,5901,1124424
2059,1416717,6125,ascendant,1289,8401,466,7408,1537917
2054,1391217,5423,ascendant,1518,7325,457,7365,1355403
2053,1162067,4384,ascendant,1304,6383,364,5926,1223309
2048,1128561,4406,immortal,1193,5602,376,5639,1057909
2048,1542971,5117,ascendant,1545,7681,484,8162,1439565
2042,1319912,4690,ascendant,1527,6913,418,7006,1332290
2038,1095341,3838,ascendant,1279,5576,363,5802,1078758
2037,1392971,4832,ascendant,1572,7110,425,7175,1337305
2032,1412677,5169,ascendant,1439,7305,441,7339,1369305
2031,1095218,4398,ascendant,1161,6375,382,5980,1177785
2028,1241617,5077,ascendant,1448,6901,386,6289,1273248
2026,1493744,5478,ascendant,1488,8095,463,7776,1554649
2025,1110251,3848,ascendant,958,6264,381,5590,1192857
2025,1577694,7413,ascendant,1810,8969,501,8287,1697555
2025,1140374,4273,ascendant,1235,5906,379,5960,1106981
2023,1148036,4263,ascendant,1160,6195,377,5795,1183872
2021,1177892,4127,ascendant,1277,5531,384,6170,1070517
2018,1386980,6135,ascendant,1288,7839,498,7253,1488779
2017,1442737,5220,ascendant,1545,7465,459,7431,1431542
2015,1093973,6072,ascendant,917,7966,368,5450,1450514
2013,1362661,5237,ascendant,1635,6596,433,7114,1266296
2013,1095397,4308,ascendant,1224,6126,370,5775,1147826
2012,1517678,6418,ascendant,1268,9157,520,7615,1660744
2011,1238960,4799,immortal,1479,6351,363,6479,1186741
2008,1062399,4212,ascendant,1070,6081,357,5311,1143469
2008,1146685,4643,ascendant,1205,6207,380,5998,1167270
2004,1200466,4472,ascendant,1407,5919,361,6366,1126160
2002,1128128,4633,ascendant,1002,5883,388,5968,1103569
2001,1204178,4142,ascendant,1527,5954,368,6130,1127125
